Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
STAR,C/C++,"10.1093/bioinformatics/bts635, 10.1101/2021.05.05.442755","2012-10-25, NA",29652,https://github.com/alexdobin/STAR,"STARsolo: mapping, demultiplexing and gene quantification for single cell RNA-seq",MIT,"Alignment, Quantification, UMIs"
STARE,C++,"10.1093/bioinformatics/btad062, 10.1101/2022.01.28.478202","2023-01-27, NA",4,https://github.com/schulzlab/STARE,"Look into TF regulation on gene level leveraging an adapted Activity-By-Contact score",MIT,"Gene Networks"
starmapVis,JavaScript,10.1016/j.csbj.2023.02.023,2023,1,https://github.com/holab-hku/starmapVis,"StarmapVis enables interactive web-based visualisation for various single cell or spatial omic data",MIT,"Interactive, Visualisation"
StationaryOT,Python,"10.1101/2021.03.02.433630, 10.1371/journal.pcbi.1009466","NA, 2021-12-03",13,https://github.com/zsteve/StationaryOT,"Dynamic inference from single-cell snapshots by optimal transport",MIT,Ordering
STEM,Python,10.1101/2022.09.23.509186,NA,1,https://github.com/WhirlFirst/STEM,"STEM is a tool for building single-cell level spatial transcriptomic landscapes using SC data with ST data",GPL-3.0,"Dimensionality Reduction, Integration"
STEMNET,R,10.1038/ncb3493,2017-03-20,630,https://git.embl.de/velten/STEMNET,"We first use hierarchical clustering to identify the most mature cell populations; we then use these populations as a training set to classify priming in the less mature populations.",GPL-3.0,"Ordering, Visualisation"
STREAK,R,10.1101/2022.11.10.516050,NA,0,https://CRAN.R-project.org/package=STREAK,"Performs receptor abundance estimation for single cell RNA-sequencing data using a supervised feature selection mechanism and a thresholded gene set scoring procedure",GPL-2.0-or-later,Immune
STREAM,Python/Docker,"10.1038/s41467-019-09670-4, 10.1101/302554","2019-04-23, NA",164,https://github.com/pinellolab/stream,"STREAM is an interactive computational pipeline for reconstructing complex cellular developmental trajectories from sc-qPCR, scRNA-seq or scATAC-seq data.",AGPL-3.0,"Expression Patterns, Interactive, Normalisation, Ordering, Visualisation"
supCPM,MATLAB,"10.1093/bioinformatics/btac131, 10.1101/2021.06.18.448900","2022-03-07, NA",4,https://github.com/zhiqianZ/supCPM,"Supervised Capacity Preserved Mapping (supCPM): supervised visualization method of scRNAseq data",'-,"Dimensionality Reduction"
SuperCell,R,"10.1101/2021.06.07.447430, 10.1186/s12859-022-04861-1","NA, 2022-08-13",9,https://github.com/GfellerLab/SuperCell,"SuperCell is a network-based coarse-graining framework where highly similar cells are merged into super-cells",'-,"Clustering, Marker Genes, Ordering, Visualisation"
supercells,Python,,,'-,https://github.com/compugen-ltd/supercells,"Supercells is a tool which generates a single report for multiple 10x cellranger samples - thus saving time and allowing comparative QC analysis",BSD-3-Clause,"Quality Control"
Superscan,Python,10.1101/2021.05.20.445014,NA,2,https://github.com/cshasha/superscan,"Superscan (Supervised Single-Cell Annotation) is a Python package for annotation of human scRNA-seq data",'-,Classification
SwarnSeq,R,10.1016/j.ygeno.2021.02.014,2021-05,9,https://github.com/sam-uofl/SwarnSeq,"This R package performs Differential Expression, and Differential Zero Inflation analysis of Single-Cell RNA-seq (scRNA-seq) data",GPL-3.0,"Differential Expression"
switchde,R,"10.1093/bioinformatics/btw798, 10.1101/076547","2016-12-23, NA",24,https://github.com/kieranrcampbell/switchde,"Differential expression analysis across pseudotime. Identify genes that exhibit switch-like up or down regulation along single-cell trajectories along with where in the trajectory the regulation occurs.",GPL-2.0-or-later,"Differential Expression, Expression Patterns"
SWNE,R/C++,"10.1016/j.cels.2018.10.015, 10.1101/276261","2018-12, NA",59,https://github.com/yanwu2014/swne,"Similarity Weighted Nonnegative Embedding (SWNE), is a method for visualizing high dimensional datasets.",BSD-3-Clause,"Dimensionality Reduction, Normalisation, Visualisation"
Symphony,R/C++,"10.1038/s41467-021-25957-x, 10.1101/2020.11.18.389189","2021-10-07, NA",79,https://github.com/immunogenomics/symphony,"Efficient and precise single-cell reference atlas mapping with Symphony",GPL-3.0,Classification
SymSim,R,"10.1038/s41467-019-10500-w, 10.1101/378646","2019-06-13, NA",82,https://github.com/YosefLab/SymSim,"SymSim (Synthetic model of multiple variability factors for Simulation) is an R package for simulation of single cell RNA-Seq data",Artistic-2.0,"Simulation, Visualisation"
SynergisticCore,R/C++,10.1093/nar/gkz147,2019-03-01,3,https://git-r3lab.uni.lu/satoshi.okawa/synergisticcore,"A new computational method for determining such synergistic identity cores of subpopulations within a given cell population.",'-,"Gene Networks"
TACTiCS,Python,10.1101/2023.01.30.525343,NA,0,https://github.com/kbiharie/TACTiCS,"Cell type matching across species using protein embeddings and transfer learning",'-,"Integration, Visualisation"
talklr,R,10.1101/2020.02.01.930602,NA,6,https://github.com/yuliangwang/talklr,"An information theory-based approach to uncover potential ligand-receptor interactions involved in tissue homeostasis and diseases",GPL-2.0-or-later,"Gene Networks, Visualisation"
Tangram,Python,"10.1038/s41592-021-01264-7, 10.1101/2020.08.29.272831","2021-10-28, NA",221,https://github.com/broadinstitute/Tangram,"Tangram is a Python package, written in PyTorch, for mapping single-cell (or single-nucleus) gene expression data onto spatial gene expression data",BSD-3-Clause,"Integration, Visualisation"
TAR-scRNA-seq,Snakemake,"10.1038/s41467-021-22496-3, 10.1101/2020.07.31.229575","2021-04-12, NA",6,https://github.com/fw262/TAR-scRNA-seq,"TAR-scRNA-seq (Transcriptionally Active Region single-cell RNA-seq) is a workflow that enables the discovery of transcripts beyond those listed in gene annotations in scRNA-seq analysis",GPL-3.0,"Alignment, Quantification"
TASC,C++,"10.1093/nar/gkx754, 10.1101/116939","2017-09-25, NA",62,https://github.com/scrna-seq/TASC,"TASC (Toolkit for Analysis of Single Cell RNA-seq), an empirical Bayes approach to reliably model the cell-specific dropout rates and amplification bias by use of external RNA spike-ins.",MIT,"Differential Expression, Normalisation, Quantification"
tascCODA,Python,"10.1101/2021.09.06.459120, 10.3389/fgene.2021.766405","NA, 2021-12-07",3,https://github.com/bio-datascience/tascCODA,"Tree-aggregated compositional analysis for high-throughput sequencing data",BSD-3-Clause,Modality
TASIC,MATLAB,10.1093/bioinformatics/btx173,2017-04-04,31,https://www.andrew.cmu.edu/user/sabrinar/TASIC/TASIC.htm,"TASIC uses a Hidden Markov Model (HMM) based on a probabilistic Kalman Filter approach to combine time and expression information for determining the branching process associated with time series single cell studies.",'-,"Interactive, Ordering"
tauFisher,R,10.1101/2023.04.04.535473,NA,1,https://github.com/micnngo/tauFisher,"Circadian time prediction from genomic data",GPL-3.0,"Cell Cycle"
TBSP,Python,"10.1093/nar/gkz146, 10.1101/401943","2019-03-01, NA",20,https://github.com/phoenixding/tbsp,"TBSP: Trajectory Inference Based on SNP information",'-,"Clustering, Ordering, Variants, Visualisation"
TCM,R,10.1038/s41467-018-05112-9,2018-07-16,12,https://github.com/gongx030/tcm,"TCM is an R package for visualizing temporal single cell RNA-seq data",MIT,"Dimensionality Reduction, Visualisation"
TDL,Python,"10.1093/bib/bbab142, 10.1101/2020.09.21.306332","2021-04-20, NA",9,https://github.com/xiaoyeye/TDL,"Time-course Deep Learning (TDL) models for gene interaction inference",'-,"Gene Networks"
TedSim,R,"10.1093/nar/gkac235, 10.1101/2021.06.21.449283","2022-04-12, NA",6,https://github.com/Galaxeee/TedSim,"A simulator that simulates the cell division events from the root cell to present-day cells, simultaneously generating the CRISPR/Cas9 genome editing lineage barcodes and scRNA-seq data",'-,"Dimensionality Reduction, Simulation, Visualisation"
Tempo,Python,"10.1038/s41467-022-34185-w, 10.1101/2022.03.15.484454","2022-11-02, NA",3,https://github.com/bauerbach95/tempo,"A Bayesian Algorithm for Circadian Phase Inference in Single-Cell RNA-Sequencing Data",MIT,"Cell Cycle"
Tempora,R,"10.1101/846907, 10.1371/journal.pcbi.1008205","NA, 2020-09-09",42,https://github.com/BaderLab/Tempora,"Tempora: cell trajectory inference using time-series single-cell RNA sequencing data",MIT,"Dimensionality Reduction, Gene Sets, Ordering, Visualisation"
TENET,Python,"10.1093/nar/gkaa1014, 10.1101/2019.12.20.884163","2020-11-10, NA",18,https://github.com/neocaleb/TENET,"A tool for reconstructing Transfer Entropy-based causal gene NETwork from pseudo-time ordered single cell transcriptomic data",'-,"Gene Networks"
tGPT,Python,"10.1016/j.isci.2023.106536, 10.1101/2022.01.31.478596","2023-05, NA",5,https://github.com/deeplearningplus/tGPT,"tGPT:Generative pretraining from large-scale transcriptomes",GPL-3.0,"Dimensionality Reduction"
TILPRED,R,"10.1080/2162402X.2020.1737369, 10.1101/800847","2020-03-12, NA",35,https://github.com/carmonalab/TILPRED,"R Package for the classification of tumor-infiltrating CD8+ lymphocytes (TILs) from single-cell RNA-seq data",GPL-3.0,"Classification, Immune"
TimeTalk,R,10.1038/s42003-023-05283-2,2023-09-02,0,https://github.com/ChengLiLab/TimeTalk,"TimeTalk An R package to perform cell-cell communication studies by utilizing temporal information behind single-cell sequencing",GPL-3.0,"Expression Patterns, Ordering"
TimiGP,R,10.1101/2022.11.17.515465,NA,0,https://github.com/CSkylarL/TimiGP,"An R package to infer cell functional interactions and clinical values in tumor immune microenvironment through gene pairs",GPL-3.0,"Gene Networks, Immune"
TinGa,R,10.1093/bioinformatics/btaa463,2020-07-13,20,https://github.com/Helena-todd/TinGa,"A trajectory inference method based on the Growing Neural Gas algorithm",GPL-3.0,"Dimensionality Reduction, Ordering, Visualisation"
TITAN,R,10.1093/nar/gkac908,2022-11-01,5,https://github.com/ohsu-cedar-comp-hub/TITAN,"TITAN (Topic Inference of Transcriptionally Associated Networks), an unsupervised Bayesian topic modelling based approach utilizing Latent Dirichlet Allocation (LDA)",GPL-3.0,"Dimensionality Reduction, Gene Sets, Imputation, Marker Genes, Normalisation, Visualisation"
tn_test,Python,"10.1016/j.cels.2019.07.012, 10.1101/463265","2019-10, NA",38,https://github.com/jessemzhang/tn_test,"Truncated normal test for differential expression following clustering",'-,"Differential Expression, Visualisation"
Tobiko,Shell,10.1038/s41590-019-0465-3,2019-08-20,58,https://github.com/juugii/tobiko,"Detection of rearranged TCR (and BCR) chains in single cell experiments",'-,"Alignment, Immune, Quality Control, Quantification, UMIs"
TOMAS,Python,10.21203/rs.3.rs-2211167/v1,NA,0,https://github.com/QiuyuLian/TOMAS,"TOMAS is a Python package for TOtal-MRNA-Aware Single-cell RNA-seq data analysis that provides a computational control of total mRNA contents in droplet-based single cell RNA-seq data",BSD-3-Clause,"Differential Expression, Visualisation"
TooManyCells,Haskell/Docker/R,"10.1038/s41592-020-0748-5, 10.1101/519660","2020-03-02, NA",49,https://github.com/faryabiLab/too-many-cells,"Cluster single cells and analyze cell clade relationships with colorful visualizations.",GPL-3.0,"Clustering, Differential Expression, Rare Cells, Visualisation"
TooManyCellsInteractive,TypeScript,10.1101/2023.06.16.544954,NA,1,https://github.com/schwartzlab-methods/too-many-cells-interactive,"too-many-cells-interactive is an interactive visualization tool allowing users to explore cell cluster trees generated by too-many-cells",GPL-3.0,"Interactive, Visualisation"
TopOMetry,Python,10.1101/2022.03.14.484134,NA,0,https://github.com/davisidarta/topometry,"A global framework for dimensionality reduction: learning topologic metrics, orthogonal bases and graph layouts",MIT,"Dimensionality Reduction, Visualisation"
topslam,Python,10.1101/057778,NA,11,https://github.com/mzwiessele/topslam,"Extracting and using probabilistic Waddington's landscape recreation from single cell gene expression measurements.",BSD-3-Clause,Ordering
TOSICA,Python,10.1038/s41467-023-35923-4,2023-01-14,10,https://github.com/JackieHanLab/TOSICA,"Transformer for One-Stop Interpretable Cell-type Annotation",MIT,"Classification, Gene Sets"
Totem,R,"10.1093/bioinformatics/btad515, 10.1101/2022.09.19.508535","2023-08-25, NA",0,https://github.com/elolab/Totem,"A user-friendly tool for inferring tree-shaped trajectories from single cell data",GPL-3.0,"Clustering, Dimensionality Reduction, Ordering, Visualisation"
TraCeR,Python,10.1038/nmeth.3800,2016-03-07,356,https://github.com/teichlab/tracer,"TraCeR - reconstruction of T cell receptor sequences from single-cell RNA-seq data.",Apache-2.0,"Alignment, Assembly, Immune, Quantification, Visualisation"
trackplot,Python,"10.1101/2022.11.02.514803, 10.1371/journal.pcbi.1011477","NA, 2023-09-05",4,https://github.com/ygidtu/trackplot,"trackplot is a tool for visualizing various next-generation sequencing (NGS) data, including DNA-seq, RNA-seq, single-cell RNA-seq and full-length sequencing datasets",BSD-3-Clause,Visualisation
tradeSeq,R,,,'-,https://github.com/statomics/tradeSeq,"tradeSeq provides a flexible method for discovering genes that are differentially expressed along one or multiple lineages, using a variety of tests suited to answer many questions of interest",MIT,"Differential Expression, Expression Patterns, Visualisation"
TrAGEDy,R,10.1101/2022.12.21.521424,NA,2,https://github.com/No2Ross/TrAGEDy,"Trajectory Alignment of Gene Expression Dynamics",MIT,Ordering
Trajan,C++/R,10.1101/522672,NA,3,https://github.com/canzarlab/Trajan,"Alignment of complex trajectories from single-cell RNAseq experiments.",'-,"Integration, Visualisation"
TrajectoryNet,Python,10.1101/2023.03.28.534644,NA,0,https://github.com/KrishnaswamyLab/TrajectoryNet,"A pipeline for discovering gene regulatory structure from single cell dynamics in continuous time and space",MIT,Ordering
transformGamPoi,R,"10.1038/s41592-023-01814-1, 10.1101/2021.06.24.449781","2023-04-10, NA",29,https://github.com/const-ae/transformGamPoi,"transformGamPoi provides methods to stabilize the variance of single cell count data",GPL-3.0,"Normalisation, Transformation"
Transmorph,Python,"10.1093/nargab/lqad069, 10.1101/2022.11.02.514912","2023-07-12, NA",2,https://github.com/Risitop/transmorph,"transmorph is a python framework dedicated to data integration, with a focus on single-cell applications.",MIT,"Dimensionality Reduction, Integration, Visualisation"
TRAPeS,Python,"10.1093/nar/gkx615, 10.1101/072744","2017-07-17, NA",71,https://github.com/yoseflab/trapes,"TRAPeS (TCR Reconstruction Algorithm for Paired-End Single-cell),  software for reconstruction of T cell receptors (TCR) using short, paired-end single-cell RNA-sequencing.",Custom,"Immune, Quantification"
